index,id,assembly_uid,assembly_accession,organism,url,file,md5
446,refseq-NZ-562-PRJNA224116-SAMN02802052-NZ_JSKK-.-Escherichia_coli.fna,222001,GCF_000776715.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/776/715/GCF_000776715.1_ASM77671v1/GCF_000776715.1_ASM77671v1_genomic.fna.gz,GCF_000776715.1.fasta.gz,db6885601a0ba5452df1a38a5bd2b99a
447,refseq-NZ-562-PRJNA224116-SAMN02802069-GCF_000778215.1-.-Escherichia_coli.fna,222731,GCF_000778215.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/778/215/GCF_000778215.1_ASM77821v1/GCF_000778215.1_ASM77821v1_genomic.fna.gz,GCF_000778215.1.fasta.gz,150a62cb0dd78c3abbcef992e5e2eed0
448,refseq-NZ-562-PRJNA224116-SAMN02802081-GCF_000778035.1-.-Escherichia_coli.fna,222641,GCF_000778035.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/778/035/GCF_000778035.1_ASM77803v1/GCF_000778035.1_ASM77803v1_genomic.fna.gz,GCF_000778035.1.fasta.gz,78c2ac69456279a0030e69816ea70e11
449,refseq-NZ-562-PRJNA224116-SAMN02802082-NZ_JSJL-.-Escherichia_coli.fna,222621,GCF_000777995.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/777/995/GCF_000777995.1_ASM77799v1/GCF_000777995.1_ASM77799v1_genomic.fna.gz,GCF_000777995.1.fasta.gz,66c1d8b0065700b9a5a963686356a4c4
450,refseq-NZ-562-PRJNA224116-SAMN02802083-GCF_000778015.1-.-Escherichia_coli.fna,222631,GCF_000778015.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/778/015/GCF_000778015.1_ASM77801v1/GCF_000778015.1_ASM77801v1_genomic.fna.gz,GCF_000778015.1.fasta.gz,fae56ebea31b5d20fb0093aa8a718d06
451,refseq-NZ-562-PRJNA224116-SAMN02802096-GCF_000777735.1-.-Escherichia_coli.fna,222481,GCF_000777735.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/777/735/GCF_000777735.1_ASM77773v1/GCF_000777735.1_ASM77773v1_genomic.fna.gz,GCF_000777735.1.fasta.gz,2077615044dc40fe3987e7187780b4f4
452,refseq-NZ-562-PRJNA224116-SAMN02802109-GCF_000777555.1-.-Escherichia_coli.fna,222401,GCF_000777555.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/777/555/GCF_000777555.1_ASM77755v1/GCF_000777555.1_ASM77755v1_genomic.fna.gz,GCF_000777555.1.fasta.gz,a2a5a8a2ed441db8c5bc767e9e40d89c
453,refseq-NZ-562-PRJNA224116-SAMN02802119-GCF_000777375.1-.-Escherichia_coli.fna,222311,GCF_000777375.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/777/375/GCF_000777375.1_ASM77737v1/GCF_000777375.1_ASM77737v1_genomic.fna.gz,GCF_000777375.1.fasta.gz,e9462d94e865bd457e3fdcbe306dfb08
454,refseq-NZ-562-PRJNA224116-SAMN02802127-GCF_000777235.1-.-Escherichia_coli.fna,222241,GCF_000777235.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/777/235/GCF_000777235.1_ASM77723v1/GCF_000777235.1_ASM77723v1_genomic.fna.gz,GCF_000777235.1.fasta.gz,a607338311fe1bcb59b1dde37fefc088
455,refseq-NZ-562-PRJNA224116-SAMN02802172-NZ_JSGM-.-Escherichia_coli.fna,221691,GCF_000776065.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/776/065/GCF_000776065.1_ASM77606v1/GCF_000776065.1_ASM77606v1_genomic.fna.gz,GCF_000776065.1.fasta.gz,fa2751a37dcf10d4446026591cc233b1
456,refseq-NZ-562-PRJNA224116-SAMN02802174-NZ_JSGK-.-Escherichia_coli.fna,221741,GCF_000776195.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/776/195/GCF_000776195.1_ASM77619v1/GCF_000776195.1_ASM77619v1_genomic.fna.gz,GCF_000776195.1.fasta.gz,9d710ef1cc4e46a112bc30a04fe70163
457,refseq-NZ-562-PRJNA224116-SAMN02802178-GCF_000776355.1-.-Escherichia_coli.fna,221821,GCF_000776355.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/776/355/GCF_000776355.1_ASM77635v1/GCF_000776355.1_ASM77635v1_genomic.fna.gz,GCF_000776355.1.fasta.gz,b40ee8c1c562b003f813ef5c148a2d00
458,refseq-NZ-562-PRJNA224116-SAMN03020300-NZ_JRGB-.-Escherichia_coli.fna,210851,GCF_000754865.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/865/GCF_000754865.1_ASM75486v1/GCF_000754865.1_ASM75486v1_genomic.fna.gz,GCF_000754865.1.fasta.gz,c2b857c68fedf9ded46360e45f104a49
459,refseq-NZ-562-PRJNA224116-SAMN03075145-GCF_000948005.1-.-Escherichia_coli.fna,307821,GCF_000948005.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/948/005/GCF_000948005.1_ASM94800v1/GCF_000948005.1_ASM94800v1_genomic.fna.gz,GCF_000948005.1.fasta.gz,71a25f6274103dd2549535d5e2a4ebe2
460,refseq-NZ-562-PRJNA224116-SAMN03169709-NZ_JSYS-.-Escherichia_coli.fna,237391,GCF_000807635.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/635/GCF_000807635.1_ASM80763v1/GCF_000807635.1_ASM80763v1_genomic.fna.gz,GCF_000807635.1.fasta.gz,1b183b85420c3a2cff70f04f9cb4b16b
461,refseq-NZ-562-PRJNA224116-SAMN03169711-NZ_JTDU-.-Escherichia_coli.fna,237401,GCF_000807655.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/655/GCF_000807655.1_ASM80765v1/GCF_000807655.1_ASM80765v1_genomic.fna.gz,GCF_000807655.1.fasta.gz,eadb173d0fcdebda1c8dd71c371f5e0e
462,refseq-NZ-562-PRJNA224116-SAMN03177655-NZ_JWZC-.-Escherichia_coli.fna,243301,GCF_000819185.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/185/GCF_000819185.1_Escherichia_coli_CVM_N36113PS_v1.0/GCF_000819185.1_Escherichia_coli_CVM_N36113PS_v1.0_genomic.fna.gz,GCF_000819185.1.fasta.gz,56aa42640c156d73751b5b44c6285b3c
463,refseq-NZ-562-PRJNA224116-SAMN03177677-NZ_JWYZ-.-Escherichia_coli.fna,243331,GCF_000819245.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/245/GCF_000819245.1_Escherichia_coli_CVM_N37069PS_v1.0/GCF_000819245.1_Escherichia_coli_CVM_N37069PS_v1.0_genomic.fna.gz,GCF_000819245.1.fasta.gz,3ada3e9a25b2936f0f6c3417d13c54cc
464,refseq-NZ-562-PRJNA224116-SAMN03256211-NZ_JWKE-.-Escherichia_coli.fna,239711,GCF_000812325.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/325/GCF_000812325.1_ASM81232v1/GCF_000812325.1_ASM81232v1_genomic.fna.gz,GCF_000812325.1.fasta.gz,6765f538d034be153dba294f0758f0f1
465,refseq-NZ-562-PRJNA224116-SAMN03256247-NZ_JWKJ-.-Escherichia_coli.fna,240021,GCF_000812725.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/725/GCF_000812725.1_ASM81272v1/GCF_000812725.1_ASM81272v1_genomic.fna.gz,GCF_000812725.1.fasta.gz,7b9e8c1accc1447d0cb059031c9890d8
466,refseq-NZ-562-PRJNA224116-SAMN03256250-NZ_JWKM-.-Escherichia_coli.fna,240041,GCF_000812785.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/785/GCF_000812785.1_ASM81278v1/GCF_000812785.1_ASM81278v1_genomic.fna.gz,GCF_000812785.1.fasta.gz,5b638bb656049e0c6c9e2efb678c4cd9
467,refseq-NZ-562-PRJNA224116-SAMN03261524-NZ_JWPU-.-Escherichia_coli.fna,239741,GCF_000812385.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/385/GCF_000812385.1_ASM81238v1/GCF_000812385.1_ASM81238v1_genomic.fna.gz,GCF_000812385.1.fasta.gz,0c4d094545842215216f69dd433f62e2
468,refseq-NZ-562-PRJNA224116-SAMN03292334-GCF_000948785.1-.-Escherichia_coli.fna,308231,GCF_000948785.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/948/785/GCF_000948785.1_ASM94878v1/GCF_000948785.1_ASM94878v1_genomic.fna.gz,GCF_000948785.1.fasta.gz,7aa6e1665237c7d20eda2d94e17d6d82
469,refseq-NZ-562-PRJNA224116-SAMN03292339-GCF_000948535.1-.-Escherichia_coli.fna,308101,GCF_000948535.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/948/535/GCF_000948535.1_ASM94853v1/GCF_000948535.1_ASM94853v1_genomic.fna.gz,GCF_000948535.1.fasta.gz,9c39f71ebca540073447ab6250f85be0
470,refseq-NZ-562-PRJNA224116-SAMN03292344-GCF_000948825.1-.-Escherichia_coli.fna,308251,GCF_000948825.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/948/825/GCF_000948825.1_ASM94882v1/GCF_000948825.1_ASM94882v1_genomic.fna.gz,GCF_000948825.1.fasta.gz,cf4fd35bd99f58d2ce2fb83c9439342f
471,refseq-NZ-562-PRJNA224116-SAMN03322683-GCF_000934865.1-.-Escherichia_coli.fna,301581,GCF_000934865.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/934/865/GCF_000934865.1_ASM93486v1/GCF_000934865.1_ASM93486v1_genomic.fna.gz,GCF_000934865.1.fasta.gz,47a2631de1a7fd724488be5c2e00759c
472,refseq-NZ-562-PRJNA224116-SAMN03333146-GCF_000952385.1-.-Escherichia_coli.fna,311431,GCF_000952385.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/385/GCF_000952385.1_ASM95238v1/GCF_000952385.1_ASM95238v1_genomic.fna.gz,GCF_000952385.1.fasta.gz,c9b9b6bed03ba1ec6ffb1496c17957d2
473,refseq-NZ-562-PRJNA224116-SAMN03333329-GCF_000951735.1-.-Escherichia_coli.fna,310971,GCF_000951735.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/951/735/GCF_000951735.1_ASM95173v1/GCF_000951735.1_ASM95173v1_genomic.fna.gz,GCF_000951735.1.fasta.gz,7dd1d8c7ed3a22be1c8855c8d83d92e9
474,refseq-NZ-562-PRJNA224116-SAMN03333592-GCF_000935375.1-.-Escherichia_coli.fna,301841,GCF_000935375.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/375/GCF_000935375.1_ASM93537v1/GCF_000935375.1_ASM93537v1_genomic.fna.gz,GCF_000935375.1.fasta.gz,173fc2955def8ad16e5fe50ef8f4f942
475,refseq-NZ-562-PRJNA224116-SAMN03333593-GCF_000935515.1-.-Escherichia_coli.fna,301901,GCF_000935515.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/515/GCF_000935515.1_ASM93551v1/GCF_000935515.1_ASM93551v1_genomic.fna.gz,GCF_000935515.1.fasta.gz,de202597d27237d3ef4a7a51de50cd3c
476,refseq-NZ-562-PRJNA224116-SAMN03334835-GCF_000935555.1-.-Escherichia_coli.fna,301931,GCF_000935555.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/555/GCF_000935555.1_ASM93555v1/GCF_000935555.1_ASM93555v1_genomic.fna.gz,GCF_000935555.1.fasta.gz,1a76fea9067c90c7d00c8a755947d5ad
477,refseq-NZ-562-PRJNA224116-SAMN03340667-GCF_000966935.1-.-Escherichia_coli.fna,318981,GCF_000966935.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/935/GCF_000966935.1_ASM96693v1/GCF_000966935.1_ASM96693v1_genomic.fna.gz,GCF_000966935.1.fasta.gz,331113751d5ad37996d935239b84eebd
478,refseq-NZ-562-PRJNA224116-SAMN03340668-GCF_000965545.1-.-Escherichia_coli.fna,318171,GCF_000965545.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/965/545/GCF_000965545.1_ASM96554v1/GCF_000965545.1_ASM96554v1_genomic.fna.gz,GCF_000965545.1.fasta.gz,359c5c014dcf7beb097a565d39d83f34
479,refseq-NZ-562-PRJNA224116-SAMN03340670-GCF_000965625.1-.-Escherichia_coli.fna,318211,GCF_000965625.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/965/625/GCF_000965625.1_ASM96562v1/GCF_000965625.1_ASM96562v1_genomic.fna.gz,GCF_000965625.1.fasta.gz,6574a1228fb7ed6f18f6900867ddd19b
480,refseq-NZ-562-PRJNA224116-SAMN03340675-GCF_000965715.1-.-Escherichia_coli.fna,318261,GCF_000965715.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/965/715/GCF_000965715.1_ASM96571v1/GCF_000965715.1_ASM96571v1_genomic.fna.gz,GCF_000965715.1.fasta.gz,1690d19f7b2ebef38dfba37e9237aba9
481,refseq-NZ-656417-PRJNA224116-SAMN02595367-GCF_000176555.2-.-Escherichia_coli_M605.fna,277798,GCF_000176555.2,Escherichia coli M605 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/555/GCF_000176555.2_ASM17655v2/GCF_000176555.2_ASM17655v2_genomic.fna.gz,GCF_000176555.2.fasta.gz,443b6aba5091c91effa59c9cb202d131
482,refseq-NZ-656419-PRJNA224116-SAMN02595368-GCF_000176575.2-.-Escherichia_coli_M718.fna,277818,GCF_000176575.2,Escherichia coli M718 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/575/GCF_000176575.2_ASM17657v2/GCF_000176575.2_ASM17657v2_genomic.fna.gz,GCF_000176575.2.fasta.gz,d32b112df3b56aec45fd6cf24bfdcee1
483,refseq-NZ-670897-PRJNA60613-SAMN00792453-NZ_ADUL-.-Escherichia_coli_2362_75.fna,235938,GCF_000183005.1,Escherichia coli 2362-75 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/005/GCF_000183005.1_ASM18300v1/GCF_000183005.1_ASM18300v1_genomic.fna.gz,GCF_000183005.1.fasta.gz,8c0bbd8ee9530cebb41ffb421dc201d0
484,refseq-NZ-702433-PRJNA224116-SAMN02470605-NZ_ADUZ-.-Escherichia_coli_O157_H7_str._EC4127.fna,542078,GCF_000178735.1,Escherichia coli O157:H7 str. EC4127 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/735/GCF_000178735.1_ASM17873v1/GCF_000178735.1_ASM17873v1_genomic.fna.gz,GCF_000178735.1.fasta.gz,8ea193f2566c1102b112da50145d9d17
485,refseq-NZ-702434-PRJNA190197-SAMN02470604-NZ_ADVA-.-Escherichia_coli_O157_H7_str._EC4191.fna,542098,GCF_000178755.1,Escherichia coli O157:H7 str. EC4191 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/755/GCF_000178755.1_ASM17875v1/GCF_000178755.1_ASM17875v1_genomic.fna.gz,GCF_000178755.1.fasta.gz,b5486c37db4500e1e044cd04b4cd091b
486,refseq-NZ-749545-PRJNA224116-SAMN00189174-GCF_000164255.1-.-Escherichia_coli_MS_182_1.fna,233418,GCF_000164255.1,Escherichia coli MS 182-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/255/GCF_000164255.1_ASM16425v1/GCF_000164255.1_ASM16425v1_genomic.fna.gz,GCF_000164255.1.fasta.gz,5276a4cea02627218fa35bfe98b6c51b
487,refseq-NZ-754079-PRJNA179765-SAMN00016621-NZ_AFDS-.-Escherichia_coli_2534_86.fna,466048,GCF_000225065.1,Escherichia coli 2534-86 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/065/GCF_000225065.1_ASM22506v2/GCF_000225065.1_ASM22506v2_genomic.fna.gz,GCF_000225065.1.fasta.gz,3f900c4fb926ddb5ff0b128ca66c636e
488,refseq-NZ-754084-PRJNA179763-SAMN00015360-NZ_AFDQ-.-Escherichia_coli_STEC_B2F1.fna,466008,GCF_000225025.1,Escherichia coli O91:H21 str. B2F1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/025/GCF_000225025.1_ASM22502v2/GCF_000225025.1_ASM22502v2_genomic.fna.gz,GCF_000225025.1.fasta.gz,ec8bcfe35e224a9f9cdf73efc73bb34a
489,refseq-NZ-868133-PRJNA180171-SAMN00191023-NZ_AIEV-.-Escherichia_coli_DEC1A.fna,477348,GCF_000249055.1,Escherichia coli DEC1A (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/249/055/GCF_000249055.1_ASM24905v2/GCF_000249055.1_ASM24905v2_genomic.fna.gz,GCF_000249055.1.fasta.gz,a292ba72beefcd3bc20b295f5d60eb3e
490,refseq-NZ-868167-PRJNA180204-SAMN00217322-NZ_AIGC-.-Escherichia_coli_DEC7C.fna,478008,GCF_000249735.1,Escherichia coli DEC7C (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/249/735/GCF_000249735.1_ASM24973v2/GCF_000249735.1_ASM24973v2_genomic.fna.gz,GCF_000249735.1.fasta.gz,2f89d4bc4008cc04f37859adf13dcb24
491,refseq-NZ-868180-PRJNA224116-SAMN00190964-GCF_000249995.1-.-Escherichia_coli_DEC10A.fna,478268,GCF_000249995.1,Escherichia coli DEC10A (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/249/995/GCF_000249995.1_ASM24999v2/GCF_000249995.1_ASM24999v2_genomic.fna.gz,GCF_000249995.1.fasta.gz,83b01c0fa6be07b2b191ec9b8da5444b
492,refseq-NZ-868183-PRJNA224116-SAMN00190939-GCF_000250055.1-.-Escherichia_coli_DEC10D.fna,478328,GCF_000250055.1,Escherichia coli DEC10D (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/055/GCF_000250055.1_ASM25005v2/GCF_000250055.1_ASM25005v2_genomic.fna.gz,GCF_000250055.1.fasta.gz,bc17c2046233d4a656eba6defa185cc5
493,refseq-NZ-868185-PRJNA180222-SAMN00199322-NZ_AIGU-.-Escherichia_coli_DEC10F.fna,478368,GCF_000250095.1,Escherichia coli DEC10F (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/095/GCF_000250095.1_ASM25009v2/GCF_000250095.1_ASM25009v2_genomic.fna.gz,GCF_000250095.1.fasta.gz,1831073bc1eefda43398693e68d6418a
494,refseq-NZ-868191-PRJNA180228-SAMN00199081-NZ_AIHA-.-Escherichia_coli_DEC12A.fna,478488,GCF_000250215.1,Escherichia coli DEC12A (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/215/GCF_000250215.1_ASM25021v2/GCF_000250215.1_ASM25021v2_genomic.fna.gz,GCF_000250215.1.fasta.gz,dd4162ea2fd8dfc86fb0bfe7cf813108
495,refseq-NZ-869669-PRJNA179708-SAMN02436330-NZ_AEZI-.-Escherichia_coli_1.2741.fna,464768,GCF_000194175.1,Escherichia coli 1.2741 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/175/GCF_000194175.1_ASM19417v2/GCF_000194175.1_ASM19417v2_genomic.fna.gz,GCF_000194175.1.fasta.gz,c88adf1f29b3a1671e561206cdde92d5
496,refseq-NZ-869672-PRJNA179711-SAMN02436638-NZ_AEZL-.-Escherichia_coli_97.0259.fna,464828,GCF_000194235.1,Escherichia coli 97.0259 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/235/GCF_000194235.1_ASM19423v2/GCF_000194235.1_ASM19423v2_genomic.fna.gz,GCF_000194235.1.fasta.gz,8800a503fef9b77e01235ed27de7323e
497,refseq-NZ-869679-PRJNA179715-SAMN02436332-NZ_AEZS-.-Escherichia_coli_3.2608.fna,464908,GCF_000215205.1,Escherichia coli 3.2608 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/205/GCF_000215205.1_ASM21520v2/GCF_000215205.1_ASM21520v2_genomic.fna.gz,GCF_000215205.1.fasta.gz,b892bba154e232a992b7349b8827af30
498,refseq-NZ-869687-PRJNA224116-SAMN02436474-GCF_000194495.1-.-Escherichia_coli_4.0967.fna,465048,GCF_000194495.1,Escherichia coli 4.0967 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/495/GCF_000194495.1_ASM19449v2/GCF_000194495.1_ASM19449v2_genomic.fna.gz,GCF_000194495.1.fasta.gz,367bf7d89afb76c68bdc8458bff77cb6
499,refseq-NZ-869693-PRJNA179728-SAMN00116811-NZ_AFAG-.-Escherichia_coli_TW07793.fna,465168,GCF_000194685.1,Escherichia coli TW07793 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/685/GCF_000194685.1_ASM19468v2/GCF_000194685.1_ASM19468v2_genomic.fna.gz,GCF_000194685.1.fasta.gz,ec4d48af577ce715dda773fc6931dbff
500,refseq-NZ-997825-PRJNA179639-SAMN02472080-NZ_AERR-.-Escherichia_coli_O157_H7_str._1125.fna,463148,GCF_000192685.1,Escherichia coli O157:H7 str. 1125 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/685/GCF_000192685.1_ASM19268v2/GCF_000192685.1_ASM19268v2_genomic.fna.gz,GCF_000192685.1.fasta.gz,84eaef7ad0de9bf635119cbfe9bbd5bd
